用户ID,省份,性别,年龄,注册日期
157189,黑龙江,男,18,2011-5-13
157190,安徽,女,25,2011-5-13
157192,江西,男,27,2011-5-13
157193,甘肃,女,42,2011-5-13
157195,江西,男,37,2011-5-13
157196,黑龙江,男,32,2011-5-13
157197,宁夏,女,42,2011-5-13
157199,上海,男,26,2011-5-13
157200,西藏,女,36,2011-5-13
157201,广东,女,21,2011-5-13
157203,辽宁,男,36,2011-5-13
157205,广东,女,31,2011-5-13
157207,陕西,男,33,2011-5-13
157212,福建,男,25,2011-5-13
157213,青海,男,30,2011-5-13
157214,宁夏,男,40,2011-5-13
157217,四川,女,34,2011-5-13
157218,北京,女,36,2011-5-13
157219,广西,女,18,2011-5-13
157221,河北,女,27,2011-5-13
157222,内蒙古,女,18,2011-5-13
157223,福建,女,27,2011-5-13
157224,云南,男,24,2011-5-13
157226,上海,女,18,2011-5-13
157227,安徽,女,28,2011-5-13
157228,安徽,男,20,2011-5-13
157230,山西,女,35,2011-5-13
157231,北京,男,22,2011-5-13
157232,新疆,女,23,2011-5-13
157233,重庆,男,46,2011-5-13
157234,上海,女,46,2011-5-13
157237,吉林,男,26,2011-5-13
157240,天津,男,42,2011-5-13
157244,北京,女,22,2011-5-13
157246,西藏,女,23,2011-5-13
157247,福建,女,26,2011-5-13
157248,上海,女,26,2011-5-13
157249,天津,女,20,2011-5-13
157252,上海,男,25,2011-5-13
157253,广西,女,22,2011-5-13
157256,内蒙古,男,33,2011-5-13
157257,上海,女,26,2011-5-13
157258,福建,男,21,2011-5-13
157260,江西,女,26,2011-5-13
157263,贵州,女,20,2011-5-13
157265,山西,男,38,2011-5-13
157268,江西,男,25,2011-5-13
157270,湖北,男,31,2011-5-13
157271,山西,女,21,2011-5-13
157274,福建,男,20,2011-5-13
157275,安徽,男,23,2011-5-13
157277,内蒙古,男,38,2011-5-13
157278,江苏,男,25,2011-5-13
157279,新疆,女,27,2011-5-13
157280,湖南,女,21,2011-5-13
157282,山西,女,41,2011-5-13
157284,福建,男,40,2011-5-13
157285,上海,女,32,2011-5-13
157287,北京,女,28,2011-5-13
157290,安徽,女,31,2011-5-13
157291,黑龙江,男,32,2011-5-13
157292,湖南,男,21,2011-5-13
157293,上海,男,46,2011-5-13
157294,安徽,女,36,2011-5-13
157296,甘肃,女,25,2011-5-13
157297,贵州,女,22,2011-5-13
157298,青海,女,27,2011-5-13
157299,内蒙古,女,31,2011-5-13
157301,湖南,女,34,2011-5-13
157302,河北,男,20,2011-5-13
157303,福建,女,42,2011-5-13
157305,河北,女,47,2011-5-13
157306,河北,男,19,2011-5-13
157308,西藏,男,26,2011-5-13
157309,安徽,男,35,2011-5-13
157310,安徽,女,40,2011-5-13
157313,北京,男,44,2011-5-13
157314,上海,男,47,2011-5-13
157315,山西,男,24,2011-5-13
157317,山西,男,20,2011-5-13
157318,上海,女,26,2011-5-13
157319,内蒙古,女,32,2011-5-13
157320,北京,女,18,2011-5-13
157321,北京,男,19,2011-5-13
157322,陕西,男,21,2011-5-13
157323,四川,女,20,2011-5-13
157324,吉林,女,24,2011-5-13
157326,山东,男,20,2011-5-13
157327,上海,女,44,2011-5-13
157328,北京,男,24,2011-5-13
157331,山西,女,37,2011-5-13
157332,上海,男,26,2011-5-13
157334,上海,男,18,2011-5-13
157335,陕西,女,35,2011-5-13
157340,山西,女,32,2011-5-13
157341,辽宁,男,27,2011-5-13
157343,山东,女,31,2011-5-13
157344,吉林,男,36,2011-5-13
157345,辽宁,男,30,2011-5-13
157346,青海,女,35,2011-5-13
157347,河北,男,24,2011-5-13
157348,贵州,女,39,2011-5-13
157350,贵州,女,37,2011-5-13
157352,新疆,女,37,2011-5-13
157353,湖北,女,29,2011-5-13
157354,山西,女,29,2011-5-13
157355,河南,男,19,2011-5-13
157356,青海,女,28,2011-5-13
157357,河南,男,41,2011-5-13
157359,山西,女,21,2011-5-13
157363,西藏,女,35,2011-5-13
157365,湖北,女,21,2011-5-13
157366,吉林,女,29,2011-5-13
157368,上海,女,40,2011-5-13
157370,重庆,女,38,2011-5-13
157372,青海,女,24,2011-5-13
157374,江西,女,31,2011-5-13
157376,甘肃,男,20,2011-5-13
157377,上海,男,21,2011-5-13
157378,江苏,男,19,2011-5-13
157380,河北,男,38,2011-5-13
157381,河北,女,33,2011-5-13
157384,北京,男,26,2011-5-13
157385,山西,女,21,2011-5-13
157386,北京,男,21,2011-5-13
157387,重庆,女,27,2011-5-13
157391,青海,女,26,2011-5-13
157393,江西,女,18,2011-5-13
157394,四川,女,41,2011-5-13
157396,湖北,女,25,2011-5-13
157397,天津,女,24,2011-5-13
157398,浙江,女,29,2011-5-13
157399,四川,女,44,2011-5-13
157400,陕西,女,39,2011-5-13
157402,山东,男,39,2011-5-13
157403,贵州,男,37,2011-5-13
157404,江西,男,35,2011-5-13
157405,安徽,男,31,2011-5-13
157406,海南,女,38,2011-5-13
157407,内蒙古,男,43,2011-5-13
157408,上海,男,37,2011-5-13
157410,甘肃,男,34,2011-5-13
157412,广西,女,46,2011-5-13
157413,广东,女,38,2011-5-13
157414,湖北,女,18,2011-5-13
157416,广东,男,19,2011-5-13
157418,黑龙江,女,23,2011-5-13
157419,湖北,男,35,2011-5-13
157420,贵州,女,26,2011-5-13
157422,广西,女,25,2011-5-13
157424,新疆,女,24,2011-5-13
157425,广东,女,25,2011-5-13
157426,辽宁,男,20,2011-5-13
157427,北京,男,34,2011-5-13
157429,山西,女,38,2011-5-13
157433,湖南,女,33,2011-5-13
157438,新疆,女,35,2011-5-13
157442,湖北,女,38,2011-5-13
157444,福建,女,37,2011-5-13
157445,青海,女,47,2011-5-13
157447,海南,男,33,2011-5-13
157448,辽宁,男,20,2011-5-13
157449,广东,女,28,2011-5-13
157451,浙江,女,38,2011-5-13
157452,安徽,男,34,2011-5-13
157453,新疆,女,46,2011-5-13
157454,海南,男,25,2011-5-13
157455,山东,男,19,2011-5-13
157456,重庆,男,38,2011-5-13
157457,江西,男,33,2011-5-13
157459,内蒙古,女,32,2011-5-13
157460,天津,男,37,2011-5-13
157461,贵州,女,24,2011-5-13
157462,广东,男,26,2011-5-13
157464,北京,女,26,2011-5-13
157468,云南,男,25,2011-5-13
157469,江苏,女,18,2011-5-13
157472,江苏,男,30,2011-5-13
157475,北京,男,38,2011-5-13
157476,重庆,女,25,2011-5-13
157477,甘肃,女,33,2011-5-13
157478,宁夏,男,38,2011-5-13
157479,河南,女,19,2011-5-13
157480,安徽,女,42,2011-5-13
157481,江西,女,23,2011-5-13
157482,辽宁,女,19,2011-5-13
157484,山西,男,36,2011-5-13
157485,重庆,男,31,2011-5-13
157486,上海,女,23,2011-5-13
157487,上海,女,25,2011-5-13
157489,内蒙古,男,36,2011-5-13
157490,山西,女,37,2011-5-13
157491,安徽,女,38,2011-5-13
157497,福建,男,18,2011-5-13
157498,天津,男,19,2011-5-13
157500,河南,男,38,2011-5-13
157501,重庆,女,24,2011-5-13
157502,四川,女,18,2011-5-13
157504,新疆,男,20,2011-5-13
157505,河北,女,24,2011-5-13
157506,陕西,女,36,2011-5-13
157508,海南,男,18,2011-5-13
157509,北京,男,19,2011-5-13
157511,天津,男,28,2011-5-13
157512,广西,男,24,2011-5-13
157513,湖南,女,25,2011-5-13
157514,湖南,女,34,2011-5-13
157517,辽宁,男,37,2011-5-13
157518,河北,女,35,2011-5-13
157520,湖南,男,38,2011-5-13
157521,上海,男,30,2011-5-13
157522,辽宁,女,28,2011-5-13
157524,西藏,女,30,2011-5-13
157526,湖北,男,19,2011-5-13
157528,吉林,男,35,2011-5-13
157529,浙江,男,23,2011-5-13
157531,黑龙江,女,36,2011-5-13
157533,辽宁,女,25,2011-5-13
157536,甘肃,男,35,2011-5-13
157537,北京,男,31,2011-5-13
157538,黑龙江,女,26,2011-5-13
157541,福建,男,25,2011-5-13
157544,重庆,男,18,2011-5-13
157545,广东,男,20,2011-5-13
157546,四川,女,29,2011-5-13
157548,北京,男,37,2011-5-13
157549,吉林,男,31,2011-5-13
157550,四川,男,27,2011-5-13
157551,福建,女,29,2011-5-13
157552,上海,男,28,2011-5-13
157553,云南,女,39,2011-5-13
157556,广东,女,33,2011-5-13
157559,黑龙江,女,35,2011-5-13
157562,河南,男,23,2011-5-13
157563,山东,女,35,2011-5-14
157565,上海,女,37,2011-5-14
157567,湖南,女,46,2011-5-14
157568,青海,男,21,2011-5-14
157569,广西,男,20,2011-5-14
157571,广西,男,45,2011-5-14
157572,福建,女,35,2011-5-14
157574,江苏,女,22,2011-5-14
157577,广西,女,23,2011-5-14
157578,黑龙江,男,33,2011-5-14
157579,山东,女,45,2011-5-14
157580,上海,女,42,2011-5-14
157582,广东,男,32,2011-5-14
157584,上海,男,38,2011-5-14
157585,江苏,男,32,2011-5-14
157586,河北,男,24,2011-5-14
157587,天津,男,20,2011-5-14
157590,天津,女,28,2011-5-14
157593,西藏,女,38,2011-5-14
157594,宁夏,男,26,2011-5-14
157595,上海,男,41,2011-5-14
157596,黑龙江,男,23,2011-5-14
157597,贵州,男,25,2011-5-14
157598,辽宁,女,24,2011-5-14
157600,湖南,女,22,2011-5-14
157602,江西,男,32,2011-5-14
157603,宁夏,男,23,2011-5-14
157604,西藏,女,31,2011-5-14
157605,贵州,女,45,2011-5-14
157606,陕西,女,28,2011-5-14
157607,江苏,女,20,2011-5-14
157609,江苏,男,35,2011-5-14
157610,天津,女,47,2011-5-14
157611,上海,男,45,2011-5-14
157612,江西,女,18,2011-5-14
157615,北京,男,29,2011-5-14
157616,四川,男,22,2011-5-14
157617,山西,女,23,2011-5-14
157618,甘肃,女,28,2011-5-14
157619,海南,女,22,2011-5-14
157620,甘肃,女,32,2011-5-14
157623,广西,男,30,2011-5-14
157624,宁夏,女,24,2011-5-14
157628,安徽,男,20,2011-5-14
157631,黑龙江,男,19,2011-5-14
157633,宁夏,女,37,2011-5-14
157638,四川,男,36,2011-5-14
157639,四川,男,25,2011-5-14
157643,西藏,女,26,2011-5-14
157645,辽宁,男,25,2011-5-14
157650,辽宁,男,47,2011-5-14
157651,贵州,女,34,2011-5-14
157653,黑龙江,女,40,2011-5-14
157654,河北,男,18,2011-5-14
157656,湖南,男,33,2011-5-14
157658,广西,男,36,2011-5-14
157660,黑龙江,女,18,2011-5-14
157662,西藏,女,22,2011-5-14
157664,湖南,男,22,2011-5-14
157667,江苏,女,46,2011-5-14
157668,北京,女,20,2011-5-14
157670,云南,男,32,2011-5-14
157671,江西,女,25,2011-5-14
157672,贵州,女,29,2011-5-14
157673,辽宁,男,44,2011-5-14
157674,河北,女,36,2011-5-14
157676,贵州,男,20,2011-5-14
157677,贵州,女,41,2011-5-14
157678,云南,女,20,2011-5-14
157679,湖北,男,37,2011-5-14
157681,安徽,男,20,2011-5-14
157685,辽宁,男,36,2011-5-14
157686,江苏,男,26,2011-5-14
157687,贵州,男,21,2011-5-14
157688,安徽,男,30,2011-5-14
157689,宁夏,男,43,2011-5-14
157692,吉林,女,27,2011-5-14
157693,山西,女,41,2011-5-14
157695,重庆,女,45,2011-5-14
157699,西藏,女,24,2011-5-14
157701,内蒙古,男,20,2011-5-14
157702,广西,女,19,2011-5-14
157703,山东,男,41,2011-5-14
157704,重庆,女,19,2011-5-14
157706,安徽,女,34,2011-5-14
157708,四川,女,19,2011-5-14
157711,辽宁,男,40,2011-5-14
157713,上海,男,33,2011-5-14
157714,广东,女,20,2011-5-14
157715,陕西,女,20,2011-5-14
157716,江苏,男,27,2011-5-14
157717,云南,女,19,2011-5-14
157718,湖北,女,26,2011-5-14
157720,重庆,女,23,2011-5-14
157723,四川,女,21,2011-5-14
157724,山西,男,19,2011-5-14
157725,河南,男,39,2011-5-14
157728,福建,女,26,2011-5-14
157731,河北,女,19,2011-5-14
157732,上海,女,25,2011-5-14
157733,上海,女,46,2011-5-14
157734,黑龙江,女,25,2011-5-14
157735,北京,男,19,2011-5-14
157736,广西,男,29,2011-5-14
157737,江苏,女,18,2011-5-14
157738,甘肃,男,32,2011-5-14
157739,宁夏,女,31,2011-5-14
157740,贵州,男,37,2011-5-14
157741,甘肃,女,43,2011-5-14
157744,青海,女,34,2011-5-14
157745,海南,女,22,2011-5-14
157746,广东,女,36,2011-5-14
157748,天津,男,46,2011-5-14
157749,陕西,男,33,2011-5-14
157750,新疆,男,24,2011-5-14
157751,黑龙江,女,22,2011-5-14
157752,广东,男,24,2011-5-14
157755,广东,男,24,2011-5-14
157757,浙江,男,29,2011-5-14
157758,浙江,男,38,2011-5-14
157759,陕西,男,42,2011-5-14
157761,广西,女,23,2011-5-14
157762,江西,男,23,2011-5-14
157764,吉林,女,25,2011-5-14
157765,湖北,女,27,2011-5-14
157766,山西,女,31,2011-5-14
157767,辽宁,男,38,2011-5-14
157768,广东,男,32,2011-5-14
157769,北京,女,47,2011-5-14
157771,新疆,男,28,2011-5-14
157773,重庆,女,20,2011-5-14
157774,北京,男,22,2011-5-14
157776,吉林,男,22,2011-5-14
157778,云南,女,35,2011-5-14
157779,山东,女,46,2011-5-14
157782,吉林,女,40,2011-5-14
157783,浙江,女,35,2011-5-14
157784,内蒙古,男,30,2011-5-14
157785,四川,女,19,2011-5-14
157786,云南,女,20,2011-5-14
157787,北京,男,22,2011-5-14
157789,吉林,女,46,2011-5-14
157790,甘肃,男,40,2011-5-14
157793,海南,男,33,2011-5-14
157795,黑龙江,女,27,2011-5-14
157799,江西,男,19,2011-5-14
157800,青海,女,40,2011-5-14
157803,四川,男,25,2011-5-14
157805,内蒙古,女,39,2011-5-14
157806,重庆,男,39,2011-5-14
157807,浙江,女,21,2011-5-14
157814,河北,女,19,2011-5-14
157815,湖南,男,23,2011-5-14
157818,宁夏,女,32,2011-5-14
157819,河南,女,36,2011-5-14
157820,陕西,男,29,2011-5-14
157824,上海,男,37,2011-5-14
157825,浙江,女,37,2011-5-14
157826,上海,女,18,2011-5-14
157830,云南,男,25,2011-5-14
157833,北京,女,40,2011-5-14
157834,上海,男,22,2011-5-14
157835,吉林,男,18,2011-5-14
157837,内蒙古,男,35,2011-5-14
157838,天津,女,27,2011-5-14
157839,河南,男,34,2011-5-14
157840,江苏,男,45,2011-5-14
157841,安徽,男,26,2011-5-14
157842,北京,女,34,2011-5-14
157844,海南,男,45,2011-5-14
157845,青海,女,24,2011-5-14
157850,山西,女,23,2011-5-14
157851,湖北,男,28,2011-5-14
157855,山西,女,45,2011-5-14
157856,内蒙古,男,18,2011-5-14
157857,西藏,女,38,2011-5-14
157859,北京,男,27,2011-5-14
157860,山东,女,29,2011-5-14
157861,北京,男,27,2011-5-14
157862,山东,男,27,2011-5-14
157863,福建,女,18,2011-5-14
157865,河北,女,28,2011-5-14
157866,重庆,女,24,2011-5-14
157870,辽宁,女,26,2011-5-14
157871,黑龙江,男,33,2011-5-14
157872,吉林,女,26,2011-5-14
157876,青海,男,41,2011-5-14
157877,辽宁,女,45,2011-5-14
157880,湖北,女,19,2011-5-14
157882,吉林,男,36,2011-5-14
157883,宁夏,男,24,2011-5-14
157884,内蒙古,男,22,2011-5-14
157885,浙江,男,29,2011-5-14
157886,湖南,男,31,2011-5-14
157887,黑龙江,女,46,2011-5-14
157890,广西,男,25,2011-5-14
157891,安徽,男,27,2011-5-14
157892,云南,女,47,2011-5-14
157894,福建,男,19,2011-5-14
157895,山东,男,38,2011-5-14
157896,广西,男,19,2011-5-14
157897,山东,女,33,2011-5-14
157899,宁夏,男,21,2011-5-14
157903,广东,女,23,2011-5-14
157904,海南,女,27,2011-5-14
157905,福建,男,37,2011-5-14
157906,北京,女,47,2011-5-14
157907,重庆,男,44,2011-5-14
157909,河北,男,28,2011-5-14
157914,福建,男,35,2011-5-14
157916,天津,男,41,2011-5-14
157918,浙江,男,28,2011-5-14
157923,安徽,女,21,2011-5-14
157925,上海,女,20,2011-5-14
157926,山西,男,36,2011-5-14
157928,贵州,男,36,2011-5-14
157929,陕西,男,21,2011-5-14
157932,新疆,男,44,2011-5-14
157933,上海,女,34,2011-5-14
157935,山东,女,24,2011-5-14
157936,山西,男,19,2011-5-14
157937,河南,男,23,2011-5-14
157938,上海,男,31,2011-5-14
157939,广西,女,39,2011-5-14
157941,广西,男,27,2011-5-14
157943,湖北,男,22,2011-5-14
157944,浙江,男,29,2011-5-14
157945,江西,男,25,2011-5-14
157946,江西,男,37,2011-5-14
157947,湖北,男,27,2011-5-14
157950,宁夏,男,47,2011-5-14
157951,新疆,男,26,2011-5-14
157952,上海,男,20,2011-5-14
157954,广东,女,32,2011-5-14
157956,新疆,女,28,2011-5-14
157957,江西,女,39,2011-5-14
157960,江苏,男,26,2011-5-14
157962,吉林,男,28,2011-5-14
157963,天津,女,44,2011-5-14
157964,辽宁,男,38,2011-5-14
157968,黑龙江,男,21,2011-5-14
157970,广西,女,27,2011-5-14
157971,浙江,女,19,2011-5-14
157972,四川,男,40,2011-5-14
157973,上海,女,23,2011-5-14
157975,西藏,女,43,2011-5-14
157976,江苏,男,28,2011-5-14
157978,陕西,女,19,2011-5-14
157981,福建,男,30,2011-5-14
157982,山东,男,32,2011-5-14
157984,山西,女,39,2011-5-14
157985,湖北,男,41,2011-5-14
157986,广东,男,39,2011-5-14
157989,吉林,女,42,2011-5-14
157990,陕西,男,38,2011-5-14
157991,上海,男,18,2011-5-14
157992,福建,男,24,2011-5-14
157993,天津,女,37,2011-5-14
157994,山东,女,47,2011-5-14
157996,河北,女,33,2011-5-14
157997,海南,女,21,2011-5-14
157999,广西,女,20,2011-5-14
158000,山西,男,20,2011-5-14
158002,浙江,男,34,2011-5-14
158003,河北,女,27,2011-5-14
158004,湖北,女,29,2011-5-14
158005,甘肃,女,31,2011-5-14
158006,浙江,男,46,2011-5-14
158007,北京,女,33,2011-5-14
158008,辽宁,男,19,2011-5-14
158010,贵州,女,23,2011-5-14
158011,广西,女,32,2011-5-14
158012,辽宁,女,22,2011-5-14
158016,海南,男,25,2011-5-14
158017,贵州,男,18,2011-5-14
158018,山东,女,23,2011-5-14
158020,黑龙江,男,21,2011-5-14
158022,福建,女,29,2011-5-14
158024,广东,男,27,2011-5-14
158026,福建,男,24,2011-5-14
158028,河南,男,24,2011-5-14
158029,内蒙古,女,34,2011-5-14
158032,安徽,女,31,2011-5-14
158033,北京,女,30,2011-5-14
158038,江西,女,31,2011-5-14
158040,黑龙江,男,26,2011-5-14
158041,安徽,女,21,2011-5-14
158043,广东,男,43,2011-5-14
158044,四川,女,37,2011-5-14
158046,天津,女,38,2011-5-14
158047,安徽,女,20,2011-5-14
158050,江西,男,38,2011-5-14
158053,内蒙古,女,21,2011-5-15
158054,湖南,女,43,2011-5-15
158055,天津,女,21,2011-5-15
158057,山西,女,19,2011-5-15
158058,新疆,男,24,2011-5-15
158059,陕西,女,25,2011-5-15
158060,青海,男,21,2011-5-15
158061,海南,女,44,2011-5-15
158062,西藏,男,36,2011-5-15
158066,内蒙古,男,36,2011-5-15
158067,重庆,女,18,2011-5-15
158069,浙江,男,29,2011-5-15
158072,江苏,女,25,2011-5-15
158074,内蒙古,男,33,2011-5-15
158075,西藏,男,41,2011-5-15
158076,四川,男,26,2011-5-15
158079,宁夏,男,27,2011-5-15
158080,陕西,女,43,2011-5-15
158081,山东,男,21,2011-5-15
158083,上海,男,18,2011-5-15
158084,山西,女,21,2011-5-15
158085,北京,男,24,2011-5-15
158088,吉林,女,21,2011-5-15
158089,上海,男,38,2011-5-15
158091,陕西,女,35,2011-5-15
158094,广西,女,35,2011-5-15
158095,浙江,男,27,2011-5-15
158096,上海,男,26,2011-5-15
158099,宁夏,女,25,2011-5-15
158100,内蒙古,男,25,2011-5-15
158101,山东,女,21,2011-5-15
158102,黑龙江,女,26,2011-5-15
158103,广西,男,27,2011-5-15
158109,山西,女,46,2011-5-15
158110,宁夏,女,26,2011-5-15
158111,宁夏,女,28,2011-5-15
158114,陕西,男,22,2011-5-15
158115,新疆,女,38,2011-5-15
158116,宁夏,女,24,2011-5-15
158117,贵州,男,21,2011-5-15
158118,湖南,男,27,2011-5-15
158119,黑龙江,男,22,2011-5-15
158121,河北,女,18,2011-5-15
158122,宁夏,男,26,2011-5-15
158123,陕西,男,32,2011-5-15
158124,陕西,女,22,2011-5-15
158126,辽宁,女,20,2011-5-15
158128,河南,女,21,2011-5-15
158130,湖北,男,28,2011-5-15
158131,江苏,男,34,2011-5-15
158133,广东,男,27,2011-5-15
158134,内蒙古,女,27,2011-5-15
158135,四川,男,31,2011-5-15
158140,山西,女,25,2011-5-15
158141,重庆,女,19,2011-5-15
158143,浙江,男,33,2011-5-15
158144,四川,男,36,2011-5-15
158149,四川,女,39,2011-5-15
158150,山西,女,40,2011-5-15
158151,江苏,女,47,2011-5-15
158152,上海,女,36,2011-5-15
158153,云南,男,29,2011-5-15
158154,安徽,男,43,2011-5-15
158157,江西,男,28,2011-5-15
158160,河南,女,22,2011-5-15
158163,天津,男,35,2011-5-15
158164,新疆,女,40,2011-5-15
158166,福建,男,19,2011-5-15
158168,福建,女,28,2011-5-15
158170,甘肃,女,29,2011-5-15
158174,河南,女,31,2011-5-15
158175,湖南,女,33,2011-5-15
158177,辽宁,男,26,2011-5-15
158179,上海,男,28,2011-5-15
158181,宁夏,女,20,2011-5-15
158182,云南,男,23,2011-5-15
158183,云南,男,20,2011-5-15
158184,北京,男,21,2011-5-15
158185,江苏,女,34,2011-5-15
158186,福建,女,28,2011-5-15
158189,湖南,男,26,2011-5-15
158191,黑龙江,男,22,2011-5-15
158192,湖南,女,26,2011-5-15
158193,广西,女,37,2011-5-15
158195,甘肃,男,36,2011-5-15
158196,贵州,男,47,2011-5-15
158197,北京,女,34,2011-5-15
158199,宁夏,男,29,2011-5-15
158200,广东,女,36,2011-5-15
158201,贵州,男,18,2011-5-15
158202,湖北,女,20,2011-5-15
158203,山东,女,24,2011-5-15
158204,湖南,女,27,2011-5-15
158205,天津,男,22,2011-5-15
158207,云南,男,46,2011-5-15
158209,河南,女,23,2011-5-15
158210,辽宁,女,20,2011-5-15
158211,新疆,男,31,2011-5-15
158212,陕西,男,46,2011-5-15
158213,天津,男,27,2011-5-15
158214,云南,女,22,2011-5-15
158218,江苏,女,27,2011-5-15
158220,安徽,女,21,2011-5-15
158223,辽宁,男,25,2011-5-15
158224,上海,女,35,2011-5-15
158225,新疆,女,29,2011-5-15
158226,内蒙古,男,20,2011-5-15
158227,北京,女,23,2011-5-15
158228,浙江,男,22,2011-5-15
158229,贵州,男,32,2011-5-15
158232,安徽,男,19,2011-5-15
158233,贵州,男,36,2011-5-15
158235,内蒙古,女,46,2011-5-15
158238,云南,女,26,2011-5-15
158240,辽宁,女,38,2011-5-15
158242,西藏,女,21,2011-5-15
158243,青海,男,25,2011-5-15
158245,安徽,女,21,2011-5-15
158246,福建,女,20,2011-5-15
158248,辽宁,男,26,2011-5-15
158254,北京,男,24,2011-5-15
158256,山西,女,28,2011-5-15
158257,福建,女,25,2011-5-15
158258,云南,男,33,2011-5-15
158259,黑龙江,女,24,2011-5-15
158260,河南,男,32,2011-5-15
158261,湖北,男,27,2011-5-15
158262,西藏,男,36,2011-5-15
158263,上海,女,33,2011-5-15
158264,安徽,女,26,2011-5-15
158267,青海,女,29,2011-5-15
158271,重庆,男,47,2011-5-15
158272,甘肃,男,31,2011-5-15
158273,天津,女,25,2011-5-15
158274,江西,女,37,2011-5-15
158275,广东,女,44,2011-5-15
158276,天津,女,39,2011-5-15
158277,内蒙古,男,40,2011-5-15
158279,宁夏,男,37,2011-5-15
158280,北京,女,27,2011-5-15
158284,广西,男,27,2011-5-15
158285,山西,女,33,2011-5-15
158286,新疆,男,21,2011-5-15
158287,辽宁,男,20,2011-5-15
158288,吉林,男,34,2011-5-15
158290,上海,女,28,2011-5-15
158291,山东,女,23,2011-5-15
158292,内蒙古,女,18,2011-5-15
158295,辽宁,女,22,2011-5-15
158296,江西,男,35,2011-5-15
158297,吉林,女,20,2011-5-15
158300,江苏,男,32,2011-5-15
158301,辽宁,女,35,2011-5-15
158305,四川,男,31,2011-5-15
158306,湖南,男,29,2011-5-15
158307,贵州,女,37,2011-5-15
158308,重庆,男,21,2011-5-15
158310,新疆,男,20,2011-5-15
158311,宁夏,女,40,2011-5-15
158312,新疆,女,19,2011-5-15
158313,湖南,男,19,2011-5-15
158315,安徽,女,22,2011-5-15
158316,西藏,男,23,2011-5-15
158317,山东,女,29,2011-5-15
158318,上海,女,32,2011-5-15
158322,湖北,男,32,2011-5-15
158323,广东,女,47,2011-5-15
158324,上海,男,24,2011-5-15
158325,广东,男,36,2011-5-15
158326,北京,男,39,2011-5-15
158328,新疆,男,28,2011-5-15
158329,北京,女,24,2011-5-15
158330,上海,男,26,2011-5-15
158333,内蒙古,男,20,2011-5-15
158334,河南,男,27,2011-5-15
158335,安徽,男,25,2011-5-15
158338,上海,女,44,2011-5-15
158339,北京,女,29,2011-5-15
158340,山东,男,21,2011-5-15
158341,宁夏,男,25,2011-5-15
158343,新疆,女,35,2011-5-15
158346,广东,男,26,2011-5-15
158347,浙江,女,38,2011-5-15
158348,上海,男,19,2011-5-15
158350,黑龙江,女,42,2011-5-15
158351,浙江,男,29,2011-5-15
158353,广东,女,23,2011-5-15
158354,浙江,男,29,2011-5-15
158355,广东,男,32,2011-5-15
158357,陕西,女,26,2011-5-15
158359,黑龙江,男,18,2011-5-15
158362,福建,女,25,2011-5-15
158366,山西,男,26,2011-5-15
158368,宁夏,女,21,2011-5-15
158371,海南,男,24,2011-5-15
158372,广西,男,18,2011-5-15
158374,安徽,女,19,2011-5-15
158375,河北,男,40,2011-5-15
158376,宁夏,女,23,2011-5-15
158378,广西,女,23,2011-5-15
158380,广西,女,23,2011-5-15
158385,北京,女,33,2011-5-15
158386,北京,男,37,2011-5-15
158387,广西,男,26,2011-5-15
158388,福建,女,46,2011-5-15
158389,贵州,女,19,2011-5-15
158390,广西,女,33,2011-5-15
158391,湖南,女,23,2011-5-15
158393,贵州,男,34,2011-5-15
158394,北京,女,20,2011-5-15
158395,江西,女,24,2011-5-15
158396,山西,女,21,2011-5-15
158397,浙江,男,18,2011-5-15
158398,广东,男,30,2011-5-15
158399,湖南,女,28,2011-5-15
158401,重庆,男,23,2011-5-15
158403,甘肃,男,28,2011-5-15
158404,北京,男,32,2011-5-15
158407,广东,女,27,2011-5-15
158409,北京,男,44,2011-5-15
158412,北京,女,41,2011-5-15
158413,天津,男,30,2011-5-15
158415,黑龙江,男,47,2011-5-15
158417,安徽,男,35,2011-5-15
158418,上海,女,43,2011-5-15
158421,湖南,女,37,2011-5-15
158422,安徽,男,22,2011-5-15
158425,天津,女,19,2011-5-15
158428,河北,女,25,2011-5-15
158429,四川,女,24,2011-5-15
158430,广西,男,29,2011-5-15
158431,内蒙古,男,26,2011-5-15
158433,北京,女,29,2011-5-15
158434,四川,女,22,2011-5-15
158435,甘肃,男,20,2011-5-15
158436,江西,男,27,2011-5-15
158437,广西,男,29,2011-5-15
158438,甘肃,女,35,2011-5-15
158439,湖北,女,24,2011-5-15
158440,安徽,男,22,2011-5-15
158442,宁夏,男,29,2011-5-15
158444,广东,女,31,2011-5-15
158446,甘肃,男,22,2011-5-15
158448,福建,女,36,2011-5-15
158451,湖北,女,19,2011-5-15
158453,北京,女,47,2011-5-15
158455,海南,男,18,2011-5-15
158456,河南,女,36,2011-5-15
158458,河北,女,32,2011-5-15
158460,江苏,男,42,2011-5-15
158462,湖南,女,33,2011-5-15
158463,云南,男,33,2011-5-15
158465,上海,男,35,2011-5-15
158466,浙江,女,25,2011-5-15
158468,江苏,女,19,2011-5-15
158472,山东,女,34,2011-5-15
158473,吉林,女,24,2011-5-15
158474,青海,男,42,2011-5-15
158475,江西,男,28,2011-5-15
158476,安徽,男,24,2011-5-15
158477,浙江,女,29,2011-5-15
158481,天津,女,29,2011-5-15
